MOVE1,MOVE2,MOVE3,MOVE4,MOVE5,MOVE6,MOVE7,CLASS
5,0,3,?,?,?,?,win
1,4,6,5,0,?,?,draw
7,8,2,3,?,?,?,draw
4,1,0,?,?,?,?,win
8,7,6,?,?,?,?,loss
3,7,8,?,?,?,?,win
4,6,2,?,?,?,?,loss
5,0,2,4,1,2,3,win
4,2,1,7,8,6,7,loss
4,5,3,?,?,?,?,win
2,8,?,?,?,?,?,loss
4,1,5,2,?,?,?,loss
3,7,6,0,?,?,?,win
1,2,5,4,6,?,?,win
0,8,3,7,?,?,?,loss
0,5,6,7,1,?,?,draw
4,2,3,8,?,?,?,draw
4,5,6,1,0,?,?,draw
8,3,2,7,?,?,?,draw
4,8,0,?,?,?,?,loss
2,1,?,?,?,?,?,win
1,2,5,8,?,?,?,loss
4,3,6,?,?,?,?,win
4,7,2,3,8,?,?,draw
6,1,0,5,?,?,?,draw
4,7,8,0,?,?,?,win
6,1,2,?,?,?,?,loss
4,8,7,?,?,?,?,loss
2,0,1,?,?,?,?,win
4,7,6,5,?,?,?,loss
8,1,2,0,?,?,?,win
0,4,5,7,1,?,?,win
8,2,3,6,?,?,?,loss
4,5,1,8,3,?,?,win
2,0,6,7,?,?,?,loss
4,2,6,?,?,?,?,win
8,7,?,?,?,?,?,loss
4,2,6,?,?,?,?,win
0,3,?,?,?,?,?,loss
4,5,8,0,?,?,?,win
2,3,1,?,?,?,?,loss
4,5,3,?,?,?,?,win
0,2,?,?,?,?,?,loss
4,6,5,7,0,?,?,draw
2,8,1,3,?,?,?,draw
4,2,6,?,?,?,?,win
0,3,?,?,?,?,?,loss
4,2,6,?,?,?,?,win
0,3,?,?,?,?,?,loss
8,4,5,0,?,?,?,win
2,1,3,?,?,?,?,loss
7,4,5,0,3,?,?,win
8,1,2,6,?,?,?,loss
4,2,6,?,?,?,?,win
8,1,?,?,?,?,?,loss
4,2,3,8,7,?,?,draw
6,0,5,1,?,?,?,draw
4,5,1,8,6,?,?,draw
2,3,7,0,?,?,?,draw
6,5,0,1,7,?,?,draw
4,8,3,2,?,?,?,draw
7,5,0,1,?,?,?,loss
4,8,6,2,?,?,?,win
6,2,5,1,?,?,?,loss
4,3,8,0,?,?,?,win
4,3,8,1,6,?,?,draw
0,5,2,7,?,?,?,draw
4,3,8,1,2,?,?,draw
6,5,0,7,?,?,?,draw
4,5,7,6,0,?,?,draw
8,3,1,2,?,?,?,draw
4,3,2,7,0,?,?,draw
8,5,6,1,?,?,?,draw
4,3,7,?,?,?,?,loss
2,5,8,?,?,?,?,win
4,3,8,1,6,?,?,draw
2,5,0,7,?,?,?,draw
4,1,8,3,2,?,?,draw
6,7,0,5,?,?,?,draw
4,1,8,3,2,?,?,draw
6,7,0,5,?,?,?,draw
1,3,8,2,7,?,?,draw
4,0,6,5,?,?,?,draw
4,3,1,8,2,?,?,draw
6,5,7,0,?,?,?,draw
4,1,0,3,?,?,?,loss
2,7,8,6,?,?,?,win
4,0,5,7,6,?,?,draw
2,8,3,1,?,?,?,draw
4,1,8,3,2,?,?,draw
6,7,0,5,?,?,?,draw
4,2,7,3,0,?,?,draw
8,6,1,5,?,?,?,draw
4,2,3,7,8,?,?,draw
6,0,5,1,?,?,?,draw
0,6,5,1,8,?,?,draw
4,3,7,2,?,?,?,draw
4,3,5,?,?,?,?,win
6,0,?,?,?,?,?,loss
4,7,6,5,?,?,?,loss
8,1,2,0,?,?,?,win
0,4,8,?,?,?,?,loss
1,5,?,?,?,?,?,win
0,4,8,?,?,?,?,loss
3,7,?,?,?,?,?,win
0,6,5,7,2,?,?,draw
4,3,1,8,?,?,?,draw
1,3,8,5,?,?,?,win
4,0,6,2,?,?,?,loss
4,7,6,0,?,?,?,loss
8,1,2,5,?,?,?,win
4,0,6,?,?,?,?,loss
8,2,5,?,?,?,?,win
4,0,5,?,?,?,?,loss
6,8,7,?,?,?,?,win
4,0,7,5,2,?,?,draw
8,6,1,3,?,?,?,draw
0,7,5,?,?,?,?,loss
4,6,2,?,?,?,?,win
4,7,0,5,2,?,?,draw
6,1,8,3,?,?,?,draw
4,0,7,?,?,?,?,loss
2,8,5,?,?,?,?,win
4,0,7,?,?,?,?,loss
2,8,5,?,?,?,?,win
0,5,7,?,?,?,?,loss
4,2,6,?,?,?,?,win
0,6,7,?,?,?,?,loss
4,3,5,?,?,?,?,win
4,0,5,?,?,?,?,loss
6,8,7,?,?,?,?,win
0,7,5,?,?,?,?,loss
4,6,2,?,?,?,?,win
4,0,5,?,?,?,?,loss
6,8,7,?,?,?,?,win
0,5,7,?,?,?,?,loss
4,2,6,?,?,?,?,win
4,2,3,8,7,?,?,draw
6,0,5,1,?,?,?,draw
4,0,8,?,?,?,?,win
2,3,?,?,?,?,?,loss
4,5,7,?,?,?,?,loss
0,2,1,?,?,?,?,win
0,4,8,?,?,?,?,win
2,5,?,?,?,?,?,loss
4,0,5,7,3,?,?,win
6,2,8,1,?,?,?,loss
4,2,7,6,?,?,?,win
0,3,5,?,?,?,?,loss
4,2,5,?,?,?,?,loss
0,3,6,?,?,?,?,win
4,2,0,5,?,?,?,loss
8,6,1,7,?,?,?,win
4,2,7,0,3,?,?,draw
6,8,1,5,?,?,?,draw
4,0,5,?,?,?,?,loss
6,8,7,?,?,?,?,win
0,3,2,7,5,?,?,draw
4,6,1,8,?,?,?,draw
4,5,1,?,?,?,?,loss
0,3,6,?,?,?,?,win
4,6,5,1,0,?,?,draw
8,2,3,7,?,?,?,draw
4,2,7,?,?,?,?,loss
0,6,3,?,?,?,?,win
4,5,1,8,6,?,?,draw
2,3,7,0,?,?,?,draw
4,0,5,7,6,?,?,draw
2,8,3,1,?,?,?,draw
0,5,7,?,?,?,?,win
4,2,6,?,?,?,?,loss
4,0,5,7,6,?,?,draw
2,8,3,1,?,?,?,draw
4,0,5,7,6,?,?,draw
8,2,3,1,?,?,?,draw
4,7,5,?,?,?,?,loss
0,1,2,?,?,?,?,win
4,0,7,?,?,?,?,loss
8,2,5,?,?,?,?,win
4,0,5,?,?,?,?,loss
6,8,7,?,?,?,?,win
0,5,1,?,?,?,?,loss
4,2,6,?,?,?,?,win
4,5,7,?,?,?,?,loss
0,3,6,?,?,?,?,win
4,5,7,?,?,?,?,loss
0,3,6,?,?,?,?,win
4,0,7,2,3,?,?,draw
8,6,1,5,?,?,?,draw
2,6,7,?,?,?,?,loss
4,5,3,?,?,?,?,win
2,1,3,?,?,?,?,loss
4,0,8,?,?,?,?,win
4,2,5,?,?,?,?,loss
0,6,3,?,?,?,?,win
4,2,6,?,?,?,?,loss
5,0,?,?,?,?,?,win
4,6,2,?,?,?,?,loss
8,0,?,?,?,?,?,win
1,0,2,?,?,?,?,loss
4,6,?,?,?,?,?,win
4,3,5,?,?,?,?,loss
6,1,?,?,?,?,?,win
0,4,8,?,?,?,?,loss
2,3,?,?,?,?,?,win
4,5,6,1,7,?,?,loss
0,3,2,8,?,?,?,win
4,2,6,?,?,?,?,loss
8,7,?,?,?,?,?,win
4,0,5,6,1,?,?,draw
2,8,3,7,?,?,?,draw
4,2,0,7,3,?,?,draw
8,6,1,5,?,?,?,draw
4,2,6,?,?,?,?,loss
0,3,?,?,?,?,?,win
2,0,8,5,?,?,?,loss
6,7,4,?,?,?,?,win
4,7,5,0,2,?,?,draw
6,1,3,8,?,?,?,draw
4,2,7,3,0,?,?,draw
8,6,1,5,?,?,?,draw
4,0,8,?,?,?,?,loss
6,2,?,?,?,?,?,win
6,1,8,5,3,?,?,draw
4,0,7,2,?,?,?,draw
2,5,0,3,?,?,?,win
4,8,1,7,?,?,?,loss
4,2,7,?,?,?,?,win
0,6,3,?,?,?,?,loss
4,2,1,?,?,?,?,win
0,6,3,?,?,?,?,loss
3,6,1,?,?,?,?,win
4,0,8,?,?,?,?,loss
4,8,1,3,6,?,?,draw
2,0,7,5,?,?,?,draw
2,8,3,7,0,?,?,draw
4,5,1,6,?,?,?,draw
1,2,8,3,7,?,?,draw
4,0,5,6,?,?,?,draw
4,0,5,1,6,?,?,draw
8,2,3,7,?,?,?,draw
4,2,7,5,0,?,?,draw
8,6,1,3,?,?,?,draw
2,6,0,8,?,?,?,loss
4,5,1,7,?,?,?,win
4,2,3,?,?,?,?,loss
8,6,7,?,?,?,?,win
0,4,2,?,?,?,?,loss
7,6,8,?,?,?,?,win
1,3,4,?,?,?,?,loss
8,2,5,?,?,?,?,win
2,7,4,5,0,?,?,draw
1,8,6,3,?,?,?,draw
4,7,0,5,2,?,?,draw
6,1,8,3,?,?,?,draw
0,6,5,7,2,?,?,draw
4,3,1,8,?,?,?,draw
1,5,6,0,7,?,?,draw
4,2,8,3,?,?,?,draw
7,2,0,6,5,?,?,draw
4,8,1,3,?,?,?,draw
2,0,7,3,8,?,?,draw
4,1,5,6,?,?,?,draw
0,2,7,3,8,?,?,draw
4,1,5,6,?,?,?,draw
4,8,3,2,1,?,?,draw
0,6,5,7,?,?,?,draw
2,6,5,0,7,?,?,draw
4,3,8,1,?,?,?,draw
4,2,3,7,8,?,?,draw
6,0,5,1,?,?,?,draw
4,6,5,7,0,?,?,draw
8,2,3,1,?,?,?,draw
8,7,2,3,1,?,?,draw
4,6,5,0,?,?,?,draw
4,1,5,8,6,?,?,draw
2,7,3,0,?,?,?,draw
6,0,5,1,8,?,?,draw
4,3,7,2,?,?,?,draw
4,2,6,?,?,?,?,win
5,8,?,?,?,?,?,loss
4,0,8,?,?,?,?,win
6,1,?,?,?,?,?,loss
4,8,3,7,2,?,?,draw
6,0,5,1,?,?,?,draw
4,5,0,7,2,?,?,draw
6,3,8,1,?,?,?,draw
6,0,5,7,2,?,?,draw
4,3,1,8,?,?,?,draw
1,2,8,3,7,?,?,draw
4,0,5,6,?,?,?,draw
4,3,2,7,0,?,?,draw
8,5,6,1,?,?,?,draw
1,3,8,6,5,?,?,draw
4,0,2,7,?,?,?,draw
4,5,1,6,8,?,?,draw
2,0,3,7,?,?,?,draw
2,7,3,4,5,?,?,win
0,6,8,1,?,?,?,loss
1,3,8,5,2,?,?,win
6,7,0,4,?,?,?,loss
1,6,4,2,?,?,?,win
8,0,7,?,?,?,?,loss
5,1,2,8,?,?,?,win
4,6,0,?,?,?,?,loss
2,3,8,7,1,?,?,draw
0,4,5,6,?,?,?,draw
3,2,8,7,1,?,?,draw
0,4,5,6,?,?,?,draw
1,6,7,8,?,?,?,win
2,3,4,?,?,?,?,loss
3,2,8,6,1,?,?,draw
0,4,5,7,?,?,?,draw
3,1,4,5,?,?,?,win
8,0,7,?,?,?,?,loss
1,8,6,7,?,?,?,win
2,4,3,?,?,?,?,loss
0,2,7,3,8,?,?,draw
4,1,5,6,?,?,?,draw
3,7,2,8,1,?,?,draw
4,6,0,5,?,?,?,draw
5,1,6,8,3,?,?,draw
4,2,0,7,?,?,?,draw
3,8,2,0,7,?,?,draw
4,6,5,1,?,?,?,draw
1,0,6,5,7,?,?,draw
4,2,3,8,?,?,?,draw
4,1,6,5,8,?,?,draw
0,7,2,3,?,?,?,draw
2,6,1,5,?,?,?,loss
4,7,0,8,?,?,?,win
0,6,2,?,?,?,?,win
4,3,5,?,?,?,?,loss
2,4,6,?,?,?,?,loss
0,3,?,?,?,?,?,win
2,6,8,7,?,?,?,loss
0,4,5,?,?,?,?,win
2,0,1,?,?,?,?,loss
6,8,?,?,?,?,?,win
2,6,0,?,?,?,?,win
4,5,3,?,?,?,?,loss
2,0,7,5,6,?,?,draw
4,1,3,8,?,?,?,draw
2,8,3,7,0,?,?,draw
4,5,1,6,?,?,?,draw
0,8,3,2,7,?,?,draw
4,5,6,1,?,?,?,draw
4,2,3,8,7,?,?,draw
6,0,5,1,?,?,?,draw
6,2,5,0,7,?,?,draw
4,3,8,1,?,?,?,draw
8,0,2,5,?,?,?,loss
6,4,1,?,?,?,?,win
2,8,3,7,0,?,?,draw
4,5,1,6,?,?,?,draw
5,3,2,0,?,?,?,win
4,6,8,7,?,?,?,loss
5,3,0,7,?,?,?,win
4,8,6,2,?,?,?,loss
2,6,7,0,5,?,?,draw
4,1,8,3,?,?,?,draw
4,0,7,5,3,?,?,win
6,8,2,1,?,?,?,loss
0,8,4,?,?,?,?,win
2,6,?,?,?,?,?,loss
2,0,6,4,?,?,?,win
5,8,3,?,?,?,?,loss
6,8,1,3,0,?,?,win
4,7,5,2,?,?,?,loss
4,2,8,3,1,?,?,draw
7,6,5,0,?,?,?,draw
4,5,0,6,1,?,?,draw
7,3,8,2,?,?,?,draw
4,7,5,0,2,?,?,draw
1,6,8,3,?,?,?,draw
4,6,2,?,?,?,?,loss
7,3,?,?,?,?,?,win
4,8,6,7,?,?,?,loss
3,0,2,?,?,?,?,win
4,6,5,3,?,?,?,loss
2,7,0,?,?,?,?,win
4,7,1,?,?,?,?,loss
3,6,?,?,?,?,?,win
4,7,6,2,?,?,?,loss
8,1,5,?,?,?,?,win
4,7,6,2,?,?,?,loss
1,8,0,?,?,?,?,win
2,7,4,1,?,?,?,loss
6,5,8,?,?,?,?,win
1,2,8,5,?,?,?,loss
7,0,6,?,?,?,?,win
1,3,8,2,7,?,?,draw
4,0,6,5,?,?,?,draw
4,5,6,8,?,?,?,win
2,3,0,1,?,?,?,loss
4,2,7,0,3,?,?,draw
8,6,1,5,?,?,?,draw
4,3,6,?,?,?,?,win
2,5,8,?,?,?,?,loss
4,3,2,7,0,?,?,draw
6,5,8,1,?,?,?,draw
4,5,8,?,?,?,?,win
6,3,0,?,?,?,?,loss
4,2,3,1,8,?,?,draw
0,6,5,7,?,?,?,draw
2,6,4,?,?,?,?,loss
8,3,?,?,?,?,?,win
0,6,3,?,?,?,?,loss
1,4,?,?,?,?,?,win
0,8,3,6,?,?,?,loss
4,5,2,?,?,?,?,win
4,0,8,?,?,?,?,loss
6,7,?,?,?,?,?,win
4,3,2,6,?,?,?,loss
0,5,1,?,?,?,?,win
4,6,2,?,?,?,?,loss
0,7,?,?,?,?,?,win
4,1,0,2,?,?,?,loss
5,7,8,?,?,?,?,win
4,6,2,?,?,?,?,loss
1,5,?,?,?,?,?,win
8,2,5,?,?,?,?,loss
4,3,?,?,?,?,?,win
0,8,1,2,?,?,?,loss
4,7,6,?,?,?,?,win
0,4,8,?,?,?,?,loss
6,7,?,?,?,?,?,win
6,2,5,1,?,?,?,win
4,3,8,0,?,?,?,loss
8,6,5,1,0,?,?,draw
4,3,7,2,?,?,?,draw
4,7,1,?,?,?,?,loss
0,6,?,?,?,?,?,win
6,2,7,0,5,?,?,draw
4,1,8,3,?,?,?,draw
4,7,1,?,?,?,?,loss
0,6,?,?,?,?,?,win
4,7,1,?,?,?,?,loss
8,5,?,?,?,?,?,win
4,1,8,0,?,?,?,loss
6,7,2,?,?,?,?,win
4,8,0,?,?,?,?,loss
1,2,?,?,?,?,?,win
4,8,0,?,?,?,?,loss
3,6,?,?,?,?,?,win
4,7,8,?,?,?,?,win
0,1,2,?,?,?,?,loss
4,0,7,1,?,?,?,loss
8,6,5,?,?,?,?,win
4,1,8,2,0,?,?,loss
5,7,6,3,?,?,?,win
4,7,0,5,3,?,?,loss
1,2,8,6,?,?,?,win
4,1,8,0,?,?,?,loss
6,7,3,?,?,?,?,win
0,4,6,5,1,?,?,draw
7,8,3,2,?,?,?,draw
4,7,1,?,?,?,?,loss
5,2,?,?,?,?,?,win
4,5,3,?,?,?,?,loss
7,8,?,?,?,?,?,win
0,5,4,7,1,?,?,loss
2,3,8,6,?,?,?,win
4,8,6,2,?,?,?,loss
3,0,7,?,?,?,?,win
4,6,2,?,?,?,?,loss
7,5,?,?,?,?,?,win
4,6,2,?,?,?,?,loss
3,7,?,?,?,?,?,win
4,6,5,1,8,?,?,draw
7,2,3,0,?,?,?,draw
4,7,1,?,?,?,?,loss
6,3,?,?,?,?,?,win
4,3,5,?,?,?,?,loss
1,2,?,?,?,?,?,win
4,7,1,?,?,?,?,loss
8,2,?,?,?,?,?,win
4,7,1,?,?,?,?,loss
5,8,?,?,?,?,?,win
4,3,7,2,0,?,?,draw
1,5,8,6,?,?,?,draw
4,3,1,6,?,?,?,win
5,7,8,2,?,?,?,loss
4,7,8,2,0,?,?,loss
5,1,6,3,?,?,?,win
4,6,2,?,?,?,?,loss
5,8,?,?,?,?,?,win
4,6,5,3,?,?,?,loss
8,2,7,?,?,?,?,win
4,3,5,?,?,?,?,loss
1,7,?,?,?,?,?,win
6,2,3,0,?,?,?,loss
4,5,8,?,?,?,?,win
4,7,0,8,?,?,?,loss
3,6,1,?,?,?,?,win
4,7,1,?,?,?,?,loss
0,6,?,?,?,?,?,win
6,8,7,?,?,?,?,loss
4,3,?,?,?,?,?,win
6,8,1,3,2,?,?,draw
4,7,5,0,?,?,?,draw
6,0,5,7,2,?,?,draw
4,3,1,8,?,?,?,draw
4,2,3,7,8,?,?,draw
0,6,5,1,?,?,?,draw
8,6,1,3,2,?,?,draw
4,7,5,0,?,?,?,draw
8,2,3,7,0,?,?,draw
4,5,1,6,?,?,?,draw
4,2,3,7,8,?,?,draw
6,0,5,1,?,?,?,draw
5,6,0,7,1,?,?,draw
4,8,3,2,?,?,?,draw
6,0,3,?,?,?,?,loss
7,2,?,?,?,?,?,win
3,0,6,?,?,?,?,loss
7,2,?,?,?,?,?,win
6,0,5,1,2,?,?,loss
4,3,7,8,?,?,?,win
6,0,5,1,2,?,?,loss
4,3,7,8,?,?,?,win
6,8,1,5,0,?,?,draw
4,7,3,2,?,?,?,draw
8,6,1,5,0,?,?,draw
4,7,3,2,?,?,?,draw
4,8,1,6,3,?,?,draw
0,2,7,5,?,?,?,draw
0,2,7,5,6,?,?,draw
4,1,3,8,?,?,?,draw
0,8,1,6,5,?,?,draw
4,7,2,3,?,?,?,draw
2,1,8,3,7,?,?,draw
4,0,5,6,?,?,?,draw
0,7,2,5,3,?,?,draw
4,6,1,8,?,?,?,draw
1,6,8,5,3,?,?,draw
4,0,7,2,?,?,?,draw
0,8,3,2,7,?,?,draw
4,5,6,1,?,?,?,draw
6,2,7,0,5,?,?,draw
4,1,8,3,?,?,?,draw
6,2,4,?,?,?,?,loss
3,7,?,?,?,?,?,win
6,2,4,?,?,?,?,loss
8,3,?,?,?,?,?,win
6,2,4,?,?,?,?,loss
3,5,?,?,?,?,?,win
0,4,6,3,?,?,?,loss
2,8,7,?,?,?,?,win
0,1,6,5,7,?,?,draw
4,2,3,8,?,?,?,draw
1,7,2,8,?,?,?,win
4,6,0,3,?,?,?,loss
1,7,6,5,?,?,?,win
4,2,8,0,?,?,?,loss
4,2,3,1,8,?,?,draw
6,0,5,7,?,?,?,draw
4,0,5,6,7,?,?,draw
8,2,3,1,?,?,?,draw
6,0,5,1,8,?,?,draw
4,3,7,2,?,?,?,draw
2,8,3,7,0,?,?,draw
4,5,1,6,?,?,?,draw
1,7,6,5,?,?,?,win
4,2,8,0,?,?,?,loss
2,8,3,1,6,?,?,draw
4,5,7,0,?,?,?,draw
0,2,7,5,6,?,?,draw
4,1,3,8,?,?,?,draw
2,0,7,5,6,?,?,draw
4,1,3,8,?,?,?,draw
2,6,3,8,1,?,?,draw
4,5,0,7,?,?,?,draw
4,0,5,1,6,?,?,draw
2,8,3,7,?,?,?,draw
2,8,3,1,6,?,?,draw
4,5,7,0,?,?,?,draw
4,0,7,5,2,?,?,draw
6,8,1,3,?,?,?,draw
0,6,5,8,?,?,?,win
4,3,7,1,?,?,?,loss
0,1,6,5,7,?,?,draw
4,2,3,8,?,?,?,draw
8,5,6,1,3,?,?,draw
4,2,7,0,?,?,?,draw
6,0,5,7,2,?,?,draw
4,3,1,8,?,?,?,draw
5,8,6,1,3,?,?,draw
4,2,7,0,?,?,?,draw
3,6,8,1,5,?,?,draw
4,0,7,2,?,?,?,draw
2,6,1,8,3,?,?,draw
4,7,0,5,?,?,?,draw
1,6,8,2,3,?,?,draw
4,0,7,5,?,?,?,draw
2,8,3,7,0,?,?,draw
4,5,1,6,?,?,?,draw
8,4,0,?,?,?,?,loss
7,2,?,?,?,?,?,win
2,5,0,6,?,?,?,win
8,4,7,1,?,?,?,loss
2,8,4,0,?,?,?,win
1,7,5,?,?,?,?,loss
0,5,4,?,?,?,?,loss
8,6,7,?,?,?,?,win
8,2,6,?,?,?,?,loss
4,5,3,?,?,?,?,win
6,2,8,0,?,?,?,loss
4,5,7,1,?,?,?,win
6,2,0,?,?,?,?,loss
4,7,1,?,?,?,?,win
